Latitude,Longitude,Date,Text,Person,Original BBX,tweet id,lang,location,BBX method flag
38.7653,8.995,Mon Apr 12 10:00:28 +0000 2021,"Just posted a photo @ Addis Ababa, Ethiopia https://t.co/qCtJDms7GC",Aurangzeb Khan,"[[[32.9976911, 3.4049624], [47.9994768, 3.4049624], [47.9994768, 14.8942137], [32.9976911, 14.8942137]]]",1381547759740813321,en,"Islamabad, Pakistan",False
38.763582,9.023067,Sun Apr 11 13:39:36 +0000 2021,Just posted a video @ Unity Park -Addis Ababa Ethiopia https://t.co/fMSRX8gJdf,Aurangzeb Khan,"[[[32.9976911, 3.4049624], [47.9994768, 3.4049624], [47.9994768, 14.8942137], [32.9976911, 14.8942137]]]",1381240518202511364,en,"Islamabad, Pakistan",False
38.763582,9.023067,Sun Apr 11 13:35:17 +0000 2021,Just posted a video @ Unity Park -Addis Ababa Ethiopia https://t.co/IvLHAVA0DY,Aurangzeb Khan,"[[[32.9976911, 3.4049624], [47.9994768, 3.4049624], [47.9994768, 14.8942137], [32.9976911, 14.8942137]]]",1381239433471664132,en,"Islamabad, Pakistan",False
38.763582,9.023067,Sun Apr 11 11:04:10 +0000 2021,Just posted a photo @ Unity Park -Addis Ababa Ethiopia https://t.co/JjVDfMWKmV,Aurangzeb Khan,"[[[32.9976911, 3.4049624], [47.9994768, 3.4049624], [47.9994768, 14.8942137], [32.9976911, 14.8942137]]]",1381201404241530881,en,"Islamabad, Pakistan",False
38.7566052,8.9848225,Sun Apr 11 10:46:06 +0000 2021,Amazing place full of history. @ Ethiopian National Palace https://t.co/qWdv2Co2Vq,Aurangzeb Khan,"[[[32.9976911, 3.4049624], [47.9994768, 3.4049624], [47.9994768, 14.8942137], [32.9976911, 14.8942137]]]",1381196856374493185,en,"Islamabad, Pakistan",False
38.73694444,9.02722222,Fri Apr 09 05:04:06 +0000 2021,Just posted a photo @ Addis Ababa https://t.co/7ROnaehtdB,Aurangzeb Khan,"[[[32.9976911, 3.4049624], [47.9994768, 3.4049624], [47.9994768, 14.8942137], [32.9976911, 14.8942137]]]",1380386015039401984,en,"Islamabad, Pakistan",False
38.76150489841086,8.992060546417326,Fri Nov 27 04:57:25 +0000 2020,بشكل ما، وفي توقيت معلوم، سيصلح الله كل شيء .. سيجبرنا، وإن طال الاختبار ❤️ #جمعة_مباركة ❤️❤️ #كبشرة,Gadet C Reik 🇪🇹🇸🇩🇸🇸,38.76150489841086 8.992060546417326] [38.76150489841086 8.992060546417326] [38.76150489841086 8.992060546417326] [38.76150489841086 8.992060546417326,1332186744146550784,ar,Juba SouthSudan,True
38.7653,8.995,Wed Nov 04 08:37:16 +0000 2020,"السياسة الخارجية الاميركية ثابت لو #فاز_ترامب_دين_او_جاقو_بايدين 👌 عشان كدا نحن المساكين التراب في خشمنا 😂😂 #كبشرة @ Addis Ababa, Ethiopia https://t.co/O3cyE5c6j6",Gadet C Reik 🇪🇹🇸🇩🇸🇸,"[[[32.9976911, 3.4049624], [47.9994768, 3.4049624], [47.9994768, 14.8942137], [32.9976911, 14.8942137]]]",1323907149265883136,ar,Juba SouthSudan,False
38.7653,8.995,Wed Sep 16 12:07:41 +0000 2020,"☆ نعم ، نحن طيبون لأننا أنقياء ولسنا أغبياء .. 👌🏽 #كبشرة @ Addis Ababa, Ethiopia https://t.co/OYRNUe4pks",Gadet C Reik 🇪🇹🇸🇩🇸🇸,"[[[32.9976911, 3.4049624], [47.9994768, 3.4049624], [47.9994768, 14.8942137], [32.9976911, 14.8942137]]]",1306203100290543616,ar,Juba SouthSudan,False
38.76150489841086,8.992060546417326,Fri Jul 31 12:55:58 +0000 2020,"🤔So #Ethiopia &amp; #SouthSudan are now in North Africa, according to @KenyaAirways? 🤔🤭 #كبشرة https://t.co/grPFm8qB6c",Gadet C Reik 🇪🇹🇸🇩🇸🇸,38.76150489841086 8.992060546417326] [38.76150489841086 8.992060546417326] [38.76150489841086 8.992060546417326] [38.76150489841086 8.992060546417326,1289183019840884736,en,Juba SouthSudan,True
38.7653,8.995,Mon Jun 22 05:36:06 +0000 2020,"أكبر خطأ ارتكبته في حياتي، هو اعتقادي أن الأشخاص سيمنحون لي نفس الحب الذي منحته لهم   🤔 #كبشرة @ Addis Ababa, Ethiopia https://t.co/bYVY9w2rUC",Gadet C Reik 🇪🇹🇸🇩🇸🇸,"[[[32.9976911, 3.4049624], [47.9994768, 3.4049624], [47.9994768, 14.8942137], [32.9976911, 14.8942137]]]",1274939197028216832,ar,Juba SouthSudan,False
38.7653,8.995,Tue Jun 16 08:14:32 +0000 2020,"التواصل الإجتماعي اكبر قناع للحياة ! 
 لدرجة تلقى اخوك كاتب "" انفاسي بدأت تخنقني !"" وهو قاعد جنبك يشرب جنزبيل 😂😜 #كبشرة @ Addis Ababa, Ethiopia https://t.co/2JWsVb3KIv",Gadet C Reik 🇪🇹🇸🇩🇸🇸,"[[[32.9976911, 3.4049624], [47.9994768, 3.4049624], [47.9994768, 14.8942137], [32.9976911, 14.8942137]]]",1272804740561350656,ar,Juba SouthSudan,False
38.7653,8.995,Mon Jun 15 14:34:59 +0000 2020,"إن لم تستطع التخلص من الاشياء العالقة في رأسك، تخلّص من رأسك 🍺 #كبشرة @ Addis Ababa, Ethiopia https://t.co/ThAHrMNoxj",Gadet C Reik 🇪🇹🇸🇩🇸🇸,"[[[32.9976911, 3.4049624], [47.9994768, 3.4049624], [47.9994768, 14.8942137], [32.9976911, 14.8942137]]]",1272538094604963846,ar,Juba SouthSudan,False
38.7653,8.995,Tue Jun 09 09:02:26 +0000 2020,"أڪبر إنجاز ممڪن تحققه لايام دا  : إنك تفرق بين الذڪر و الانثى ! كعععع 👊🏼😂 الشاي دا فيها حاجة ما طبيعية 😜🚬 #كبشرة @ Addis Ababa, Ethiopia https://t.co/nzuPlCGzjo",Gadet C Reik 🇪🇹🇸🇩🇸🇸,"[[[32.9976911, 3.4049624], [47.9994768, 3.4049624], [47.9994768, 14.8942137], [32.9976911, 14.8942137]]]",1270280079076143106,ar,Juba SouthSudan,False
38.7653,8.995,Mon Jun 08 08:25:09 +0000 2020,"بتفهم بوين انت ؟  🤔 الجملة دا بالزات  مستحيل يجي بعدها رد مؤدب مني خالص 🙂🌚 #كبشرة @ Addis Ababa, Ethiopia https://t.co/sNwkD8Jbj4",Gadet C Reik 🇪🇹🇸🇩🇸🇸,"[[[32.9976911, 3.4049624], [47.9994768, 3.4049624], [47.9994768, 14.8942137], [32.9976911, 14.8942137]]]",1269908309341016064,ar,Juba SouthSudan,False
38.7653,8.995,Mon Jun 08 04:57:10 +0000 2020,"مازلت الشخص الوحيد التي لفتت أنتباه قلبي 💝 #كبشرة @ Addis Ababa, Ethiopia https://t.co/gqsiJTsCn9",Gadet C Reik 🇪🇹🇸🇩🇸🇸,"[[[32.9976911, 3.4049624], [47.9994768, 3.4049624], [47.9994768, 14.8942137], [32.9976911, 14.8942137]]]",1269855970286538753,ar,Juba SouthSudan,False
38.7653,8.995,Thu Jun 04 07:09:49 +0000 2020,"الحـرام قبـل العيـب و ربـك قبـل النـاس.. 👌🏽 #كبشرة @ Addis Ababa, Ethiopia https://t.co/WtA8rvb0xv",Gadet C Reik 🇪🇹🇸🇩🇸🇸,"[[[32.9976911, 3.4049624], [47.9994768, 3.4049624], [47.9994768, 14.8942137], [32.9976911, 14.8942137]]]",1268439800626974726,ar,Juba SouthSudan,False
38.7653,8.995,Mon Jun 01 12:50:22 +0000 2020,"35 🥰 #كبشرة @ Addis Ababa, Ethiopia https://t.co/XAcOdDkabw",Gadet C Reik 🇪🇹🇸🇩🇸🇸,"[[[32.9976911, 3.4049624], [47.9994768, 3.4049624], [47.9994768, 14.8942137], [32.9976911, 14.8942137]]]",1267438337884913665,cy,Juba SouthSudan,False
38.7653,8.995,Mon May 25 07:37:10 +0000 2020,"شكل الشارع امس من غير الناس اللي ماشين صلاة العيد او صلاة الاحد مُحزن جداً #كبشرة @ Addis Ababa, Ethiopia https://t.co/pAPPLqRpg8",Gadet C Reik 🇪🇹🇸🇩🇸🇸,"[[[32.9976911, 3.4049624], [47.9994768, 3.4049624], [47.9994768, 14.8942137], [32.9976911, 14.8942137]]]",1264822806237364224,ar,Juba SouthSudan,False
38.7653,8.995,Fri May 15 08:49:32 +0000 2020,"تمسك بحلمك حتى في أصعب  الظروف 👌🏽 #كبشرة @ Addis Ababa, Ethiopia https://t.co/wkMcGlxAn5",Gadet C Reik 🇪🇹🇸🇩🇸🇸,"[[[32.9976911, 3.4049624], [47.9994768, 3.4049624], [47.9994768, 14.8942137], [32.9976911, 14.8942137]]]",1261217137160577024,und,Juba SouthSudan,False
38.7653,8.995,Sun May 10 17:50:28 +0000 2020,"ويالتني كنت كل الناظرين اليك ‼️Happy Mother’s Day To You MAMA Nyapal 🙏🏾👌🏽#كبشرة @ Addis Ababa, Ethiopia https://t.co/tZOtJrB8ri",Gadet C Reik 🇪🇹🇸🇩🇸🇸,"[[[32.9976911, 3.4049624], [47.9994768, 3.4049624], [47.9994768, 14.8942137], [32.9976911, 14.8942137]]]",1259541328783908869,ca,Juba SouthSudan,False
38.76150489841086,8.992060546417326,Sat May 09 16:23:01 +0000 2020,تشرفت اليوم بحضور إفطار رمضاني مع شباب من الإتحاد الأفريقي @JeyAngelo @_AfricanUnion  👌🏽 #كبشرة https://t.co/xL1mb1ubkk,Gadet C Reik 🇪🇹🇸🇩🇸🇸,38.76150489841086 8.992060546417326] [38.76150489841086 8.992060546417326] [38.76150489841086 8.992060546417326] [38.76150489841086 8.992060546417326,1259156933442969600,ar,Juba SouthSudan,True
38.7653,8.995,Thu May 07 17:13:21 +0000 2020,"Rest in peace legend 🙏🏾 @ Addis Ababa, Ethiopia https://t.co/b840YYwgzk",Gadet C Reik 🇪🇹🇸🇩🇸🇸,"[[[32.9976911, 3.4049624], [47.9994768, 3.4049624], [47.9994768, 14.8942137], [32.9976911, 14.8942137]]]",1258444822492467200,en,Juba SouthSudan,False
38.76150489841086,8.992060546417326,Sat Jan 18 06:42:34 +0000 2020,ساسا بلدي يتنافسون علي من الكسبان من الحرب و ينسوا ان الشعب هو الخاصر الأكبر من هذا الحرب  #SSOT   #We_Need_A_Real_Peace_in_SSD #كبشرة https://t.co/PnlGUfpF0w,Gadet C Reik 🇪🇹🇸🇩🇸🇸,38.76150489841086 8.992060546417326] [38.76150489841086 8.992060546417326] [38.76150489841086 8.992060546417326] [38.76150489841086 8.992060546417326,1218423416564453376,ar,Juba SouthSudan,True
38.76000268617645,9.020303668491872,Sun Jul 26 09:43:16 +0000 2020,"S'accorder du temps.
S'isoler
Se concentrer sur soi
S'autoriser https://t.co/VRQvZVJaHm",Armelle Nyobe 🌍🇨🇲🇸🇳🇪🇹🌏📚🎤,38.76000268617645 9.020303668491872] [38.76000268617645 9.020303668491872] [38.76000268617645 9.020303668491872] [38.76000268617645 9.020303668491872,1287322585361940486,fr,Afrique ,True
38.796152490953546,8.983055343819473,Fri Apr 09 05:19:18 +0000 2021,"Tous ces montants pending c’est pour quoi?? Et c’est encore plus long que ça!! Depuis au moins 10 jours j’ai toutes ces sommes la en pending je ne sais pas pourquoi!! 
@SGCameroun https://t.co/CM7TL7gvAy",JOOOOO ❤️🔥😌🇨🇲,38.796152490953546 8.983055343819473] [38.796152490953546 8.983055343819473] [38.796152490953546 8.983055343819473] [38.796152490953546 8.983055343819473,1380389836478156802,fr,Yaoundé,True
38.7653,8.995,Thu Sep 27 06:04:30 +0000 2018,"Just posted a photo @ Addis Ababa, Ethiopia https://t.co/HAmTqrJcqJ",Abiy Taddele (kiya),"[[[32.9976911, 3.4049624], [47.9994768, 3.4049624], [47.9994768, 14.8942137], [32.9976911, 14.8942137]]]",1045192439051505664,en,Addis Ababa,False
38.74,9.03,Sun Aug 19 17:19:59 +0000 2018,"We are honored to welcome dear #Pastor_Genene_Maseresha Form #Generation_for_Christ  Church South Africa.

We love &amp; respect! @ New Creation International Church https://t.co/2xT9YnlOKI",Abiy Taddele (kiya),"[[[32.9976911, 3.4049624], [47.9994768, 3.4049624], [47.9994768, 14.8942137], [32.9976911, 14.8942137]]]",1031229299930615808,en,Addis Ababa,False
38.73694444,9.02722222,Thu Jun 21 19:11:44 +0000 2018,"#ልብ_ይጠበቅ!

ከብሔራዊ ባንክ ይልቅ የብሔራዊ ቤተ መንግስት ጥበቃ ጥብቅ… https://t.co/gvIryo6PxK",Abiy Taddele (kiya),"[[[32.9976911, 3.4049624], [47.9994768, 3.4049624], [47.9994768, 14.8942137], [32.9976911, 14.8942137]]]",1009876538676871168,am,Addis Ababa,False
38.7653,8.995,Fri Jun 15 08:25:45 +0000 2018,"#ይቅርታ
```````````
ይቅርታ ቅድመ ሁኔታ የለውም!

እግዚአብሔር… https://t.co/tgweU5Zbb1",Abiy Taddele (kiya),"[[[32.9976911, 3.4049624], [47.9994768, 3.4049624], [47.9994768, 14.8942137], [32.9976911, 14.8942137]]]",1007539645884846080,am,Addis Ababa,False
38.7653,8.995,Wed Jun 13 22:31:33 +0000 2018,"Just posted a photo @ Addis Ababa, Ethiopia https://t.co/ZdEzYrziiZ",Abiy Taddele (kiya),"[[[32.9976911, 3.4049624], [47.9994768, 3.4049624], [47.9994768, 14.8942137], [32.9976911, 14.8942137]]]",1007027722433024003,en,Addis Ababa,False
38.7653,8.995,Sat Jun 09 18:38:53 +0000 2018,"Just posted a photo @ Addis Ababa, Ethiopia https://t.co/DBmZnkgBTh",Abiy Taddele (kiya),"[[[32.9976911, 3.4049624], [47.9994768, 3.4049624], [47.9994768, 14.8942137], [32.9976911, 14.8942137]]]",1005519620713926662,en,Addis Ababa,False
38.7653,8.995,Sat May 12 17:29:56 +0000 2018,"#Abiy_Taddele #kiya_talk_show @ Addis Ababa, Ethiopia https://t.co/9IB60YlgC0",Abiy Taddele (kiya),"[[[32.9976911, 3.4049624], [47.9994768, 3.4049624], [47.9994768, 14.8942137], [32.9976911, 14.8942137]]]",995355407672635392,cy,Addis Ababa,False
38.75196962,9.01459536,Fri May 11 10:22:36 +0000 2018,"John 3:16

For God so loved the world, that he gave his only… https://t.co/r4awOc9euO",Abiy Taddele (kiya),"[[[32.9976911, 3.4049624], [47.9994768, 3.4049624], [47.9994768, 14.8942137], [32.9976911, 14.8942137]]]",994885475331661824,en,Addis Ababa,False
38.7653,8.995,Fri Apr 27 18:42:53 +0000 2018,"Congregation to our dear bro Esayas and Tsion @ Addis Ababa, Ethiopia https://t.co/DLel8GAvfF",Abiy Taddele (kiya),"[[[32.9976911, 3.4049624], [47.9994768, 3.4049624], [47.9994768, 14.8942137], [32.9976911, 14.8942137]]]",989937946647134208,en,Addis Ababa,False
38.7653,8.995,Wed Apr 18 08:03:29 +0000 2018,"""#ብቃታችን #ከእግዚአብሔር ነው እንጂ፥ በገዛ እጃችን እንደሚሆን አንዳችን እንኳ ልናስብ ራሳችን የበቃን አይደለንም፤""   2ቆሮ 3፥5

""Not that… https://t.co/o2pB4PhFNL",Abiy Taddele (kiya),"[[[32.9976911, 3.4049624], [47.9994768, 3.4049624], [47.9994768, 14.8942137], [32.9976911, 14.8942137]]]",986515546047963136,am,Addis Ababa,False
38.7653,8.995,Sun Apr 15 07:49:58 +0000 2018,"Congregation! to our dear brother Esayas  Alemu @ Addis Ababa, Ethiopia https://t.co/iE23HHbN0r",Abiy Taddele (kiya),"[[[32.9976911, 3.4049624], [47.9994768, 3.4049624], [47.9994768, 14.8942137], [32.9976911, 14.8942137]]]",985424980530876416,en,Addis Ababa,False
38.75196962,9.01459536,Mon Apr 09 18:03:00 +0000 2018,"#ተነስቷል!
#kiya_talk_show 
#Abiy_Taddele @ New Creation International Church https://t.co/ECjDsRYDVR",Abiy Taddele (kiya),"[[[32.9976911, 3.4049624], [47.9994768, 3.4049624], [47.9994768, 14.8942137], [32.9976911, 14.8942137]]]",983404927597858816,en,Addis Ababa,False
38.7653,8.995,Fri Mar 30 18:48:58 +0000 2018,"""#ህይወት ያለው #በእግዚአብሔር_ቃል ነው እንጂ በአሮጊቶች ተረት… https://t.co/ncakcBFZ8d",Abiy Taddele (kiya),"[[[32.9976911, 3.4049624], [47.9994768, 3.4049624], [47.9994768, 14.8942137], [32.9976911, 14.8942137]]]",979792617411170309,am,Addis Ababa,False
38.75196962,9.01459536,Thu Mar 29 14:41:49 +0000 2018,"#Coming_soon!
Amazing life testimony!
#NCIC_Eagle_Band
#kiya_talk_show #Abiy_Taddele @ New… https://t.co/jYj9GLkWsb",Abiy Taddele (kiya),"[[[32.9976911, 3.4049624], [47.9994768, 3.4049624], [47.9994768, 14.8942137], [32.9976911, 14.8942137]]]",979368033453068290,en,Addis Ababa,False
38.7653,8.995,Mon Mar 19 07:56:14 +0000 2018,"#ETHIOPIA
#አማኝ ከሆንክ በ#ፍቅር ተገለጥ!
እምነትህ ያለ ፍቅር ከንቱ ነው።
#kiya_talk_show
#Abiy_Taddele @ Addis… https://t.co/MTOl9NkN4O",Abiy Taddele (kiya),"[[[32.9976911, 3.4049624], [47.9994768, 3.4049624], [47.9994768, 14.8942137], [32.9976911, 14.8942137]]]",975642085478019072,am,Addis Ababa,False
38.78608222,8.99595361,Sat Mar 17 20:08:03 +0000 2018,#Blessed_Pastor! @ Harmony Hotel Addis Ababa https://t.co/JbufiX2BKz,Abiy Taddele (kiya),"[[[32.9976911, 3.4049624], [47.9994768, 3.4049624], [47.9994768, 14.8942137], [32.9976911, 14.8942137]]]",975101479479463936,en,Addis Ababa,False
